label,text
C04,"Treatment of advanced neuroblastoma with I-131 meta-iodobenzylguanidine.
 From February 1986 to December 1988, 31 children with advanced pretreated neuroblastoma were treated with 131-I meta-Iodobenzylguanidine (131-MIBG).
 Thirteen children had been resistant to first-line therapy, three had suffered a local relapse, and fourteen had suffered a disseminated relapse without over bone marrow infiltration.
 One child was treated initially because of resistance to first-line therapy, and subsequently for a local relapse.
 A total of 72 courses of 131-MIBG was administered, with doses ranging from 2.8 to 6.0 GBq (median, 3.7 GBq).
 One child received five courses, two four courses, 13 three courses, four two courses, and 12 one course of 131-MIBG.
 The most common toxic effect was thrombocytopenia, with a platelet level of less than 50,000/cmm occurring after 19 of 60 evaluable courses.
 A leukocyte count less than 1000/cmm was seen only once.
 There were six major responses (two complete) lasting 4 to 9 months, and two minor responses lasting longer than 38 and 44 months.
 Responses were seen more commonly in children whose only lesion was a residual primary tumor and in children who had not been pretreated who experienced disseminated relapse.
 Further studies of the role of 131-I meta-Iodobenzylguanidine in treatment of neuroblastoma are needed."
C04,"Plasma cell granuloma of the nasal cavity treated by radiation therapy.
 Plasma cell granuloma is a rare, benign tumor most commonly found in the lungs in patients younger than 30 years.
 Although presentation has been reported at a number of other anatomic sites, this report is the first of plasma cell granuloma of the nasal cavity.
 The tumor was initially resected, but progression was seen at 1-month follow-up.
 Because further surgery to completely eradicate the tumor would have been extensive and disfiguring, 40-Gy external beam radiation was given in 20 fractions using a three-field wedge technique.
 Most recent clinical follow-up at 27 months showed local control.
 Surgery remains the treatment of choice for plasma cell granuloma when the disease can be completely resected.
 However, irradiation can also be effective in patients with recurrent or inoperable local disease."
C04,"Surgical treatment of extramammary Paget's disease. A report of six cases and a reexamination of Mohs micrographic surgery compared with conventional surgical excision.
 Extramammary Paget's disease (EMPD) is a rare cutaneous malignancy, usually on the genitalia, that almost always extends beyond clinically apparent margins.
 Recurrences after standard methods of surgical excision are notoriously frequent; effective treatment with Mohs micrographic surgery was first reported in 1979.
 It has since been suggested this malignancy may be multifocal, and reports of recurrences after resection with micrographic surgery have appeared.
 The authors report six cases treated with Mohs surgery, two of which recurred.
 They also present data on 42 additional cases obtained from a written survey of members of the American College of Mohs Micrographic Surgery and comparison cases selected from the literature.
 The recurrence rate after micrographic surgery appears to be at least as low as that after conventional surgical excision with vertical frozen section or paraffin section margin control.
 Mohs micrographic surgery allows for maximal tissue sparing of critical anatomic structures and is performed under local anesthesia as an outpatient; because of this, it may be superior to conventional surgical excision.
 A scheme for management of this malignancy is presented.
 Surgeons should be aware radical excision is not needed for most cases of extramammary Paget's disease and very long-term patient follow-up is required."
C04,"Flow cytometric DNA analysis of hepatocellular carcinoma.
 The prognostic value of nuclear DNA content was studied retrospectively using flow cytometry in 203 cases of resected hepatocellular carcinoma.
 The occurrence of DNA aneuploidy, which was detected in 50% of patients, correlated significantly with tumor size and the presence of vascular invasion or intrahepatic metastasis.
 Overall, patients with DNA aneuploid tumors had a significantly worse prognosis than those with DNA diploid tumors (P less than 0.001) and, also in subdivided groups by tumor size (P less than 0.01).
 Among DNA aneuploid patients, the survival times were significantly shorter for patients with a low DNA index (less than 1.5) than for those with a high DNA index (greater than or equal to 1.5) (P less than 0.05).
 In a Cox multivariate analysis, nuclear DNA content provided significant prognostic value (P = 0.008), as did vascular invasion (P = 0.001) and intrahepatic metastasis (P = 0.005).
 These results indicated that nuclear DNA content has an important prognostic value in hepatocellular carcinoma."
C04,"Predictors of physician nonadherence to chemotherapy regimens.
 Physician nonadherence to cancer treatment regimens may diminish treatment efficacy and compromise clinical research.
 The influence of clinical, demographic, and psychosocial patient characteristics on physician adherence to breast cancer chemotherapy was investigated, as was the role of the clinician's attitudes concerning the chemotherapy.
 One hundred seven women recently diagnosed with breast cancer were followed for 26 weeks of treatment.
 Fifty-six (52%) of the patients experienced unjustified modification for at least one chemotherapeutic agent.
 Stepwise multiple regression revealed independent contributions of increased patient age, treatment setting (clinic versus academic or community private practice), and stage of disease to physician nonadherence.
 Regimen complexity, delay in seeking treatment, and presence of psychiatric disorder did not contribute, in general, to unjustified regimen modifications.
 Patient psychological and psychiatric factors, however, did influence prescribing behavior for vincristine.
 Physician awareness of factors contributing to unnecessary treatment modifications may reduce the frequency of such behaviors."
C04,"Complete remission in refractory anaplastic adult Wilms' tumor treated with cisplatin and etoposide.
 A 61-year-old woman underwent a left radical nephrectomy for Stage II anaplastic Wilm's tumor.
 She received no adjuvant therapy.
 One year later computerized tomography (CT) of the abdomen revealed a mass in the left renal fossa and retroperitoneal adenopathy.
 A CT-guided needle biopsy was nondiagnostic.
 The patient had progressive disease after treatment with dactinomycin, doxorubicin, and vincristine, but achieved a complete response after treatment with cisplatin and etoposide.
 The therapy of Wilms' tumor in adults is discussed."
C04,"Platelet factor 4 mRNA expression in cells from a patient with megakaryoblastic crisis of chronic myelogenous leukemia.
 A 61-year-old man with Philadelphia chromosome-positive chronic myelogenous leukemia developed megakaryoblastic leukemia.
 In the blast phase, his blast cells showed undifferentiated megakaryoblastic characteristics with no alpha-granules or demarcation membranes but with detectable platelet peroxidase (PPO) activity and surface glycoprotein (GP) IIb/IIIa.
 The patient has remained reasonably well for at least 12 months after blastic crisis, and 6-mercaptopurine alone has been effective in controlling leukocytosis and megakaryoblast proliferation.
 The expression of mRNA for platelet-specific proteins, such as GPIIb and platelet factor 4 (PF4), was studied in the patient's blast cells by the Northern blot analysis.
 Both GPIIb and PF4 mRNA were detected in the blast cells.
 Cytoplasmic maturation occurs later than the synthesis of the surface GP during megakaryocyte maturation.
 Therefore, PF4 mRNA expression should be a marker of mature megakaryoblasts.
 The PF4 mRNA expression in megakaryoblastic leukemia may indicate that a patient will have long survival and a good response to chemotherapy."
C04,"Differentiation in embryonal neuroepithelial tumors of the central nervous system.
 Ninety-six embryonal neuroectodermal tumors were studied histologically and immunohistologically with a panel of antibodies including glial, neuronal, epithelial, mesodermal, and myelin markers.
 In 71 tumors there was glial and neuronal differentiation and expression both of an S (photoreceptor) antigen and vimentin.
 In five tumors there was only glial differentiation and in 20 tumors only neuronal differentiation.
 No reactivity for myelin and epithelial markers was found.
 Histologic and immunohistologic findings identified various degrees of differentiation in different tumors, which was bipolar (glial and neuronal) in most tumors and unipolar in the remainder.
 The authors suggest that their findings may be the result of normal or aberrant oncogenic differentiation, agreeing with the nomenclature of the World Health Organization classification for these tumors with and the inclusion of a category for ependymoblastoma."
C04,"Expression of class I and II human leukocyte antigens by thyrocytes and lymphocytic infiltration on human thyroid tumors. An immunofluorescence study.
 Surgical thyroid sections from 30 papillary carcinomas (PC), six medullary carcinomas (MC), three anaplastic carcinomas (AC), two follicular carcinomas (FC), and 16 adenomas (AD) were examined with an indirect immunofluorescence technique employing different monoclonal antibodies to evaluate the expression of human leukocyte antigen (HLA)-A, B, C (Class I) and DR, DP, DQ (Class II) by thyrocytes, together with the phenotype and distribution of inflammatory cells.
 Ten PC and four FC were also investigated for the presence of intercellular adhesion molecule-1 (ICAM-1).
 In situ deposits of immunocomplexes and circulating thyroid autoantibodies were also evaluated.
 An increased expression of Class I antigens was found in all PC and FC, in 33% of MC and AC, and in 31% of AD.
 An anomalous expression of Class II antigens was observed in 70% of PC, in 50% of FC, in 33% of AC, in 19% of AD, and in none of the MC.
 Expression of DP or DQ was revealed only in a portion of the DR-positive glands.
 A reduction of microsomal autoantigen expression was found.
 No ICAM-1-positive thyrocytes were detected.
 A moderate T-lymphocytic infiltrate was noticed only in PC, where it was correlated with DR and DP and/or DQ coexpression.
 B-cells and natural killer cells were virtually absent.
 The authors speculate that the weak Class II antigens expression, together with the partial or complete loss in microsomal autoantigen and the absence of ICAM-1 by thyrocytes, may account for the limited engagement of immunocompetent cells observed in thyroid tumors."
C04,"Immunohistologic evaluation of parathyroid hormone-related protein in human lung cancer and normal tissue with newly developed monoclonal antibody.
 With a newly developed monoclonal anti-PTHrP antibody, 4B3, the immunohistochemical localization of the parathyroid hormone-related protein (PTHrP) was studied on the formalin-fixed and paraffin-embedded sections of normal human tissues and various subtypes of lung cancer.
 Among normal epithelial tissues, keratinocytes in squamous epithelia, transitional and bronchial epithelia with squamous metaplasia, meningoepithelial cells, and mammary ductal cells with lactating changes showed positive immunoreactivity.
 Also, among endocrine tissues, cells in the parathyroid gland, pancreatic islets, adrenal cortex, pituitary gland, and testis were sporadically positive for PTHrP.
 These distribution patterns suggested that in a physiologic condition, PTHrP was closely related to keratinization and local secretion and/or the metabolism of calcium in specifically differentiated tissues.
 In lung cancer, however, PTHrP was detected in all cases of well-differentiated and moderately differentiated squamous cell carcinoma and in most cases of small cell carcinoma, irrespective of the patients' serum calcium level.
 However, PTHrP was not detected in two of five cases of poorly differentiated squamous cell carcinoma and in all cases of adenocarcinoma.
 Consequently, it was found that PTHrP was commonly produced by squamous cell carcinomas of the differentiated type, and that humoral hypercalcemia of malignancy could be induced when the PTHrP transgressed the homeostatic mechanisms."
C04,"Expression of the macrophage colony-stimulating factor and its receptor in gynecologic malignancies.
 Recently, hematopoietic growth factors have been implicated in protean nonhematopoietic processes.
 In the current study, expression of macrophage colony-stimulating factor (M-CSF) and its receptor (the c-fms proto-oncogene) was investigated in 42 samples of gynecologic tissues.
 There were 15 samples of normal ovarian and uterine tissue or benign conditions of these organs; 11 samples of primary ovarian cancer tissue; seven samples of metastatic ovarian cancer tissue; and nine samples of primary endometrial cancer tissue.
 Steady state transcript levels were assessed by Northern Blot analysis.
 Macrophage colony-stimulating factor (M-CSF) expression was not observed in any of the specimens of benign abnormalities or of normal organs; c-fms expression was detected in two of 15 (13%) of these specimens, albeit at very low levels.
 In contrast, 14 (78%) of 18 ovarian tumor specimens, and five (55%) of nine endometrial tumor specimens expressed M-CSF.
 Similarly, 16 (89%) of 18 ovarian tumor specimens and six (67%) of nine endometrial tumor specimens expressed c-fms.
 Most positive malignant tissues (19 [86%] of 22) showed coexpression of M-CSF and c-fms.
 Of interest, M-CSF and c-fms mRNA were detected in tumor, but not in adjacent normal tissue.
 Furthermore, M-CSF and c-fms transcripts were produced by all metastatic tumors, including two cases in which the corresponding primary tumor from the same patient was negative.
 Because M-CSF mediates its effects by binding to its receptor, the increased levels of both these gene products in gynecologic malignancies suggest that an interaction between M-CSF and c-fms may participate in the development of ovarian and endometrial carcinomas and especially in progression to the metastatic state."
C04,"Genotypic analyses of Richter's syndrome.
 The authors report the immunogenotype of two cases of Richter's syndrome.
 The immunoglobulin gene rearrangement pattern obtained on Southern Blot analysis was found in both cases to be the same in leukemic blood cells and in the tissue involved by the lymphoma.
 The beta chain and gamma chain T-cell receptor gene rearrangement pattern exhibited a germ-line configuration in the peripheral blood cells and in the lymph node in Case 2, whereas in Case 1 the lymph node had a gene rearrangement in the beta chain, as well as in the gamma chain T-cell receptor, and the leukemic cells from bone marrow were found to be in a germ-line configuration for T-cell receptors (beta and gamma chains)."
C04,"Advances in medical imaging for cancer diagnosis and treatment.
 Over the last several decades, significant ""new eyes"" have been developed that improve the diagnosis, treatment, planning, and monitoring of human cancer: computer tomography (CT), magnetic resonance imaging (MRI) and spectroscopy (MRS), single photon emission computed tomography (SPECT), and positron emission tomography (PET).
 Innovative advances in both morphologic and functional imaging have led to a dramatic improvement in our ability to diagnose and monitor human cancer.
 Frequently, anatomic detail can be demonstrated in ways that exceed views at surgery, and functional biochemical imaging is being used to show the metabolic activity and receptor status of normal and pathologic states.
 In vivo functional and biochemical studies differentiate normal from neoplastic or nonviable tissue, and make it possible to measure progression or regression of the disease.
 Because physiologic changes often precede morphologic findings in many disease processes, the use of in vivo biochemical probes can demonstrate disease before anatomic abnormalities become evident.
 Gross changes in anatomy are no longer adequate endpoints for therapy protocols.
 Today, using physiologic imaging, we can evaluate the response to treatment within hours of administration of therapy.
 Adjuvant metabolic tumor imaging studies provide complimentary information to morphologic evaluation of human cancers that will ultimately lead to better patient care."
C04,"Prostate cancer: transrectal ultrasound and pathology comparison. A preliminary study of outer gland (peripheral and central zones) and inner gland (transition zone) cancer.
 A study was conducted to compare results of transrectal ultrasound with pathologic findings on 116 patients who underwent radical prostatectomy for treatment of prostate cancer.
 In 96% (111 of 116), transrectal ultrasound guided biopsies of a hypoechoic lesion proved cancer; seven patients had known Stage A cancer; one patient had cancer detected by palpation and not detected by ultrasound.
 Cancers in the outer gland (peripheral and central zones) were compared with cancers in the inner gland (transition zone) by both ultrasound and pathology.
 Forty-eight percent (52 of 108) of cancers originating in the outer gland showed extraprostatic extension (Stage C disease).
 The primary sites of tumor escape from the outer gland were the prostatic capsule (38%), anterior fibromuscular stroma (5%), seminal vesicle (18%), the base of the gland at the neurovascular bundle (21%), and the apex (31%).
 Twenty-two percent (17 of 54) of cancers originating in the inner gland (transition zone) showed extraprostatic extension (Stage C disease).
 The primary sites of tumor escape from the inner gland were the anterior fibromuscular stroma (6%) and apex (11%).
 Both histologic and biologic differences between outer and inner gland cancers were found when tumor size was controlled.
 Gleason scores were significantly different for inner and outer gland cancers, with mean scores of 6.2 +/- 1.6 and 7.4 +/- 0.9, respectively.
 An odds ratio of 8.6 confirmed the increased risk of extraprostatic extension for outer gland cancer.
 Outer gland cancers showed increased aggressive behavior of both histologic and biologic nature.
 The difference in biologic aggressiveness of outer and inner gland cancers has definite implications for treatment options.
 Use of other diagnostic parameters, such as DNA ploidy, may help to determine which cancers to treat and when to treat them; this may have more relevance for cancers originating in the inner gland.
 Strategic transrectal ultrasound guided biopsy affords accurate tumor mapping and staging when modes of internal spread and escape of cancer from both outer and inner gland are known.
 Thus, transrectal ultrasound may be our ""window of observation"" through which additional research may explain the histologic and biologic discrepancies between outer and inner gland cancers."
C04,"The natural history of colorectal cancer. Opportunities for intervention.
 There is now a better understanding of the natural history of colorectal cancer, which has provided a basis for intervention to influence outcome.
 The possible interventions include earlier detection of colorectal cancer, removal of premalignant adenomas, demonstration of the mucosal field defect that precedes neoplasia to evaluate baseline risk and its change with dietary modification, and identification of inherited and dietary risk factors.
 Five controlled trials evaluating early detection of colorectal cancer with fecal occult blood testing have enrolled more than 309,000 patients.
 Early stage cancers with improved survival has been observed, but data on mortality reduction have not as yet been reported.
 Studies of patients with adenomas have demonstrated high synchronous and metachronous rates as a basis for complete colon evaluation initially and a surveillance follow-up program.
 Hyperproliferation and lack of normal differentiation have been observed as a field defect in the colon preceding neoplasia.
 Inherited factors have recently been shown to be important in a larger proportion of individuals destined to develop colorectal adenomas and cancer.
 These observations of the natural history of colorectal cancer have provided new opportunities for the application of radiologic and endoscopic techniques in diagnosis and surveillance; each examination has its merit.
 Further research is needed to answer many critical questions that have been raised regarding the impact of these interventions."
C04,"Imaging techniques in the diagnosis of carcinoma of the colon.
 The variability in the published results for colonoscopy and barium enema examinations is confusing.
 With both, optimum results are dependent on meticulous preparation, technical excellence, and operator proficiency.
 It is a mistake to place colonoscopy and the barium enema in competitive positions; the two methods ideally complement one another in the evaluation of high risk individuals, including those with positive Hemoccult tests.
 The exclusion of significant pathology by the double-contrast enema can be relied on and is less costly to the patient.
 Detection of abnormalities by a barium enema should, when necessary, be followed by colonoscopic verification and/or biopsy.
 When used in this sequence, the procedures provide a cost-effective approach to the early detection and control of cancer; it is estimated that observance of the ACS guidelines can reduce mortality rates by 30%."
C04,"Imaging bone tumors in the 1990s.
 Progress in bone tumor management has occurred as a result of cooperation among surgeons, oncologists, pathologists, and radiologists.
 During the 1990s radiologists will contribute to care of patients with bone tumors in major ways.
 Tumor detection and preliminary diagnosis will be accomplished by radiography.
 Tumor local extent will be assessed by magnetic resonance imaging (MRI) and to a lesser degree by computed tomography (CT).
 Distant spread of malignancy will be documented by radionuclide scintigraphy (skeleton) and by CT (lungs).
 The combined estimate of local extent and distant spread will assure adequate staging before definitive management decisions.
 Preoperative closed percutaneous biopsy for histologic diagnosis will be accomplished on an outpatient basis under fluoroscopic or CT guidance.
 Arteriography will be employed for delivery of local chemotherapy.
 Some combination of arteriography, MRI, and MR spectroscopy will be used to evaluate tumor response.
 After limb-salvage surgery, MRI will sequentially assess the tumor bed; bone scintigraphy and CT will detect skeletal and pulmonary metastases.
 The radiologist's role will undergo continuous redefinition."
C04,"Primary neoplasms of the hollow organs of the gastrointestinal tract. Staging and follow-up.
 The number of imaging modalities available to stage and follow-up patients with primary neoplasms of the gastrointestinal (GI) tract continues to increase.
 Magnetic resonance imaging (MRI), computed tomography (CT), and ultrasonography are useful techniques for both staging and follow-up.
 For staging, CT is most frequently used for the detection of liver metastases and is increasingly used as a substitute for the chest radiograph in the detection of lung metastases.
 CT is still the imaging test of choice for the preoperative staging of esophageal carcinoma.
 CT is less helpful in staging the patient with gastric carcinoma or colorectal carcinoma.
 The current usefulness of MRI in the staging of GI tract malignancies is limited by the lack of an adequate oral intraluminal contrast agent and degradation of images due to motion.
 Sonography, especially the new technique of endoscopic ultrasound, is promising for the detection of local invasion from GI tract malignancies.
 CT is used in the follow-up of patients with tumors of the GI tract to detect liver, adrenal, and nodal metastases as well as local recurrence because of the ability of CT to detect extraluminal masses.
 CT of the pelvis has been recommended as a routine follow-up procedure in patients who have undergone abdominal-peroneal resection.
 Both CT and MRI can be used to detect local recurrence, but suffer from the inability to differentiate scar from recurrent tumor.
 The initial hope that MRI would be capable of differentiating postoperative scar tissue from recurrent tumor has not been realized.
 Therefore, with positive CT or MRI findings, occasionally a percutaneous biopsy will be required to confirm local recurrence."
C04,"Liver tumor imaging.
 Liver tumor imaging is the paradigm of the dilemma of diagnostic decision-making in the current era of abundant high technology.
 In part, this is a reflection of the multiplicity of imaging techniques now in wide use worldwide.
 These include ultrasound (US), radionuclide scintigraphy (RNS), computed tomography (CT), magnetic resonance imaging (MRI), and techniques especially designed for staging the extent of known liver cancer, such as computed tomography during arterial portography (CTAP) and intraoperative ultrasound (IOUS).
 Most authorities concede that CT scanning is the single test most closely fitting the designation ""gold standard"" for liver tumor imaging, although MRI, a less mature technique, is already preferred by some.
 Local factors profoundly influence the selection and sequence of imaging studies, including available equipment, radiologic skills, institutional interests, and especially the specific clinical circumstances of the patient.
 Thus, diagnostic algorithms or decision trees for sequential imaging workup of liver tumor suspects tend to be somewhat institution specific."
C04,"Staging and follow-up of breast cancer patients.
 Staging systems for breast cancer, unlike those of neoplasms in distant or recessed sites, allowed for the early development of clinical staging evaluation.
 It was established that clinical assessment of the breast lesion was often wrong compared with the pathologic examination (benign vs.
 malignant); clinical measurement of the tumor in centimeters was often larger than histologic size; and clinical assessment of axillary nodes (clear or metastatic) was incorrect in about 30% of cases.
 Although both clinical and pathologic staging provide effective discriminants for prognosis of treated patients, prognosis is more accurately determined by the pathologic stage.
 The single most important prognostic indicator is the axillary nodal status, and when positive, the number of positive nodes.
 The American Joint Committee on Cancer and the Union International Contra Cancer have agreed on a TNM staging for breast carcinoma, and this is the preferable staging system.
 Follow-up of treated patients is of most value in detecting local recurrence on the chest wall (after mastectomy) or in the irradiated breast (after lumpectomy), and also in early detection of contralateral breast cancer.
 Physical examination and periodic mammography are most useful.
 There is a tendency to overinvestigate asymptomatic patients (with bone scans, blood tests, etc.), but this has been correctly criticized in recent years."
C04,"Oncologic imaging. Staging and follow-up of renal and adrenal carcinoma.
 Computed tomography (CT) has emerged from the 1980s to play a dominant role in the pretreatment staging of renal and adrenal carcinomas.
 For detection, definition (staging), and determination of resectability or recurrence, CT with intravenous contrast enhancement, and more recently, magnetic resonance imaging (MRI) with gadolinium-DTPA, may be the only cross-sectional imaging studies required before institution of appropriate therapy.
 Carcinoma of the kidney is frequently diagnosed by serendipity or detected on incidental ultrasound or CT examinations.
 Real-time ultrasound and color flow Doppler offer unique information on tumor vascularity and major venous vascular involvement.
 Positive predictive values of 96% can be achieved for the diagnosis of renal cell carcinoma using contrast-enhanced CT scanning.
 For follow-up CT and MRI are the best imaging techniques for evaluation of the retroperitoneum.
 MRI may distinguish tumor recurrence from fibrosis in selected cases.
 Because primary neoplasms of the adrenal gland are rare and often exceed 10 cm at the time of initial diagnosis, the functional nature (endocrine) of adrenal carcinoma may be part of the clinical presentation.
 Because initial stage is critical to survival and extent of surgical therapy, a knowledge of tumor classification is essential to the optimal diagnostic evaluation.
 Newer imaging tests, CT and MRI, have superseded conventional urography, ultrasound, and radionuclide studies for the diagnosis and staging of adrenal cancer.
 Early diagnosis and low stage at presentation are critical to survival in patients with adrenal carcinoma.
 The current concepts for pretreatment imaging evaluation and the role of CT, MRI, and ultrasound are outlined.
 An oncologic imaging approach based on tumor staging and classification for patients with real or suspected renal cell carcinoma and adrenal carcinoma is essential to optimal patient care."
C04,"Primary neoplasms of the central nervous system in children.
 Modern diagnostic imaging techniques are able to detect primary neoplasms of the central nervous system (CNS) in children safely and accurately but with less specificity as to cell type or degree of malignancy.
 These neoplasms, often peculiar in cell type and size, mediated by hydrocephalus in their clinical presentation, demand careful and often extensive imaging techniques best to evaluate their geography and character.
 Added to these basic observations, determination of the neoplasm from surrounding edema, detection of possible spread, and evaluation of residual or recurrent neoplasm are prime responsibilities of the pediatric neuroradiologist toward the child, neurosurgeon, and oncologist."
C04,"Magnetic resonance imaging in the evaluation of spinal tumors.
 Magnetic resonance imaging (MRI), which has recently begun to replace myelography, postmyelography computed tomography (CT), and to some extent, bone scans, has become the procedure of choice in the evaluation of spinal tumors; the applications of MRI in this role are reviewed.
 In the extradural space, MRI is the most sensitive technique for the detection of tumors in the vertebral bodies.
 At the same time, it provides superb delineation of suspected thecal sac impingement.
 In the intradural extramedullary space, MRI is generally as accurate as myelography and postmyelography CT while being noninvasive.
 Finally, in the intramedullary space, MRI is unquestionably the procedure of choice in the evaluation of suspected cord tumors.
 In general, MRI has become the best initial procedure in the evaluation of suspected tumors of the spine, regardless of the space in which they may lie; frequently, it is the only required examination."
C04,"Radioimmunology. Imaging and therapy.
 Targeting of radioactivity to tumors using antitumor antibodies is evolving from a laboratory curiosity toward a practical diagnostic and therapeutic technique that promises widespread benefits for many common human cancers.
 The development of the hybridoma technique by Kohler and Milstein for producing monoclonal antibodies is probably the single most important contribution to the development of this field.
 A large array of monoclonal antibodies against many human tumors have been created and labeled with a variety of radioisotopes; 110 clinical trials have been identified from the literature between the interval of 1978 to the present.
 These studies are beginning to form the basis for certain conclusions regarding likely benefits for certain combinations of antitumor antibodies and isotopes in specific instances of clinical management in patients with malignant neoplasms.
 For example, in melanoma, lymphoma, neuroblastoma, and colorectal malignancies, radiolabeled antibodies have demonstrated occult tumors, which could not be disclosed with conventional methodologies.
 Radioimmunotherapy of malignant lymphoma is achieving durable remissions in patients who have failed conventional forms of therapy.
 For the most part, these advances have been achieved through intelligent application of known principles of immunochemistry, imaging physics, and tumor immunology.
 Progress has been slow but steady.
 In a few instances, the term ""magic bullet"" is warranted in describing the targeting of a particular radiolabeled antibody to a human tumor.
 I-131, 3-F8, an IgG3 against the GD2 antigen of neuroblastoma, which was introduced by Cheung, and In-111 T-101, against the CD5 antigen of T-cells, which was developed by Royston, stand out because of the consistency and high concentration of radioactive targeting to human tumors in clinical trials.
 If certain technical innovations fulfill their initial promise, the future will be bright for radioimmunologic methods of diagnosis and therapy.
 Genetic engineering will permit the development of ""humanized"" antibodies with biologic properties that favor tumor localization.
 New chemical approaches will broaden the range of isotopes available as diagnostic and therapeutic radiolabels.
 Application of modern imaging methodologies, such as positron emission tomography (PET), will detect more lesions of smaller size and permit quantitative imaging for dosimetry considerations.
 Greater speed and ease of use of computerized work stations will lead to the broader application of fusion imaging in which radioantibody images will be viewed simultaneously with TCT or MRI for better anatomic correlation of abnormal sites of antigen-reactive tumor deposits."
C04,"Single photon emission computed tomography and positron emission tomography in cancer imaging.
 Single photon emission computed tomography (SPECT) and positron emission tomography (PET) are now being used to improve the information available from radioisotopic imaging of patients with cancer.
 These nuclear medicine techniques offer the potential for studying regional function and biochemistry by using radiolabeled substrates.
 The chemical changes of malignancy precede anatomic changes, and PET and/or SPECT may detect these changes before anatomic changes have occurred.
 The superiority of SPECT compared with planar imaging has been demonstrated for cardiac and brain imaging.
 Radiopharmaceuticals containing technetium 99 m (99mTc) are best suited for SPECT imaging because large amounts of radioactivity are administered and the collimator-camera systems are optimized for the 140 keV photons of 99mTc.
 The current interest in imaging cancer with SPECT relates to the use of gallium 67 citrate and monoclonal antibodies labeled with iodine 123 or indium 111.
 SPECT can image these radioisotopes, but the advantages compared with planar imaging have not been clearly defined.
 Furthermore, the ability to quantitate the distribution of single photon emitters other than 99mTc has not been demonstrated.
 New SPECT systems with three heads or rings of detectors offer promise for improved, quantitative imaging.
 PET has the capability of imaging tracers with the biologically important elements C-11, N-13, O-15, and F-18 used for positron labeling.
 These radioisotopes have short half-lives and require a cyclotron close to the PET facility.
 The most prominently used radiopharmaceutical for PET is F-18 fluorodeoxyglucose (FDG).
 PET studies with FDG in patients with primary brain tumors have demonstrated the ability to determine the degree of malignancy, to differentiate necrosis from recurrent tumor after radiation therapy or chemotherapy, and to predict prognosis.
 Other metabolic functions of cancer have been studied, including amino acid accumulation, thymidine uptake, oxygen utilization, intermediary metabolism, and receptor status.
 PET has the potential to make a major impact on the characterization of a malignancy and the effect of therapy."
C04,"New directions in medical imaging of cancer. Magnetic resonance methods and single photon emission computed tomography.
 Magnetic resonance methods and single photon emission computed tomography (SPECT) are developing technologies that provide both functional and anatomic information.
 Their role in the diagnosis and monitoring of cancer is the subject of current clinical research.
 Magnetic resonance imaging (MRI) delineates organs and tissue heterogeneities using differences in the relaxation parameters of water and fat protons; both protons and other nuclei can be imaged or studied by magnetic resonance spectroscopy (MRS) to provide information on the state of naturally occurring or infused molecules.
 SPECT quantifies the distribution of radiolabeled agents in tissues and organs; labeled monoclonal antibodies provide highly specific imaging of tumors.
 Spatial resolution is the limiting technologic factor.
 Proton MRI provides the highest current resolution, better than 1 mm in vivo in deep tissues, whereas the resolution of MRS and SPECT is limited to several cubic centimeters.
 Recent advances in these technologies have significantly increased their specificity and ability to detect small, deep lesions."
C04,"Imaging of adult central nervous system primary malignant gliomas. Staging and follow-up.
 A classification and staging system for primary adult gliomas was proposed.
 This system uses the high signal intensity found on proton density or T2-weighted magnetic resonance (MR) scans at the site of the tumor and surrounding edema (including infiltrating tumor)."
C04,"Proliferation and DNA ploidy in malignant breast tumors in relation to early oral contraceptive use and early abortions.
 In 175 premenopausal breast cancer patients, a history of oral contraceptive (OC) use before 20 years of age was significantly associated with higher tumor cell proliferative activity, as indicated by a higher S-phase fraction (SPF), and a higher fraction of DNA aneuploid tumors, compared with later or never users (P = 0.05 and p = 0.01, respectively).
 The higher SPF among early OC users was apparent in patients with aneuploid tumors but not in patients with euploid tumors.
 Abortions (spontaneous or induced) before the first full-term pregnancy also were associated with a higher SPF compared with other young patients with breast cancer (P = 0.03).
 Adjusting for parity and abortions or OC use, respectively, an early OC use was associated with a 43% higher SPF and early abortions were associated with 49% higher SPF.
 Younger patients had a higher SPF and a higher frequency of aneuploid tumors, but this was found to be because the users of OC had a lower median age at diagnosis.
 Among never users, no significant age relationship was seen for SPF or the frequency of aneuploidy.
 For the DNA analyses there is a selection of patients with breast cancer with larger tumors, and therefore the conclusions drawn in this article may not be generalizable to patients with smaller primary tumors, e.g., cases diagnosed at breast cancer screening.
 The higher tumor proliferative activity and frequency of aneuploidy in early OC users are in line with previously reported findings of worse prognostic indicators and a worse survival in early users of OC compared with other young women with breast cancer."
